trial	group	subject	repetition	x	y	random
training	oneLayer	oneLayer - rat 1	0	-0.29101342	0.28958702	false
training	oneLayer	oneLayer - rat 1	0	-0.30115512	0.28958702	false
training	oneLayer	oneLayer - rat 1	0	-0.31065953	0.28565016	false
training	oneLayer	oneLayer - rat 1	0	-0.31797057	0.27833912	false
training	oneLayer	oneLayer - rat 1	0	-0.32208845	0.26839772	false
training	oneLayer	oneLayer - rat 1	0	-0.32208845	0.25743026	false
training	oneLayer	oneLayer - rat 1	0	-0.3179573	0.24745683	false
training	oneLayer	oneLayer - rat 1	0	-0.31055614	0.24005565	false
training	oneLayer	oneLayer - rat 1	0	-0.30097333	0.23608632	false
training	oneLayer	oneLayer - rat 1	0	-0.2909332	0.23192757	false
training	oneLayer	oneLayer - rat 1	0	-0.28087017	0.22775932	false
training	oneLayer	oneLayer - rat 1	0	-0.27084073	0.22360499	false
training	oneLayer	oneLayer - rat 1	0	-0.261462	0.2197202	false
training	oneLayer	oneLayer - rat 1	0	-0.2520462	0.21582006	false
training	oneLayer	oneLayer - rat 1	0	-0.24215487	0.21172293	false
training	oneLayer	oneLayer - rat 1	0	-0.23281664	0.20785491	false
training	oneLayer	oneLayer - rat 1	0	-0.22276035	0.20368947	false
training	oneLayer	oneLayer - rat 1	0	-0.21308155	0.19968037	false
training	oneLayer	oneLayer - rat 1	0	-0.20318867	0.19558261	false
training	oneLayer	oneLayer - rat 1	0	-0.1930715	0.19139194	false
training	oneLayer	oneLayer - rat 1	0	-0.18340997	0.18739001	false
training	oneLayer	oneLayer - rat 1	0	-0.1734933	0.18328239	false
training	oneLayer	oneLayer - rat 1	0	-0.16341977	0.1791098	false
training	oneLayer	oneLayer - rat 1	0	-0.15376054	0.17510882	false
training	oneLayer	oneLayer - rat 1	0	-0.14440235	0.17123254	false
training	oneLayer	oneLayer - rat 1	0	-0.13463552	0.16718698	false
training	oneLayer	oneLayer - rat 1	0	-0.12539129	0.1633579	false
training	oneLayer	oneLayer - rat 1	0	-0.11553545	0.15927547	false
training	oneLayer	oneLayer - rat 1	0	-0.10554761	0.15513837	false
training	oneLayer	oneLayer - rat 1	0	-0.09618824	0.1512616	false
training	oneLayer	oneLayer - rat 1	0	-0.08675069	0.14735244	false
training	oneLayer	oneLayer - rat 1	0	-0.076636	0.1431628	false
training	oneLayer	oneLayer - rat 1	0	-0.067061275	0.13919683	false
training	oneLayer	oneLayer - rat 1	0	-0.057056952	0.1350529	false
training	oneLayer	oneLayer - rat 1	0	-0.047378365	0.1310439	false
training	oneLayer	oneLayer - rat 1	0	-0.037942797	0.12713556	false
training	oneLayer	oneLayer - rat 1	0	-0.027902085	0.122976564	false
training	oneLayer	oneLayer - rat 1	0	-0.018557644	0.11910597	false
training	oneLayer	oneLayer - rat 1	0	-0.008652009	0.11500292	false
training	oneLayer	oneLayer - rat 1	0	8.372686E-4	0.11107234	false
training	oneLayer	oneLayer - rat 1	0	0.010534401	0.10705566	false
training	oneLayer	oneLayer - rat 1	0	0.020641213	0.10286928	false
training	oneLayer	oneLayer - rat 1	0	0.030190766	0.09891373	false
training	oneLayer	oneLayer - rat 1	0	0.03956607	0.09503035	false
training	oneLayer	oneLayer - rat 1	0	0.049441654	0.09093975	false
training	oneLayer	oneLayer - rat 1	0	0.058802612	0.08706232	false
training	oneLayer	oneLayer - rat 1	0	0.06841392	0.083081186	false
training	oneLayer	oneLayer - rat 1	0	0.07856267	0.07887744	false
training	oneLayer	oneLayer - rat 1	0	0.088142	0.07490955	false
training	oneLayer	oneLayer - rat 1	0	0.09783658	0.07089393	false
training	oneLayer	oneLayer - rat 1	0	0.10712144	0.06704801	false
training	oneLayer	oneLayer - rat 1	0	0.116981894	0.06296368	false
training	oneLayer	oneLayer - rat 1	0	0.12642135	0.059053738	false
training	oneLayer	oneLayer - rat 1	0	0.13624205	0.05498587	false
training	oneLayer	oneLayer - rat 1	0	0.14632316	0.050810136	false
training	oneLayer	oneLayer - rat 1	0	0.15610403	0.046758767	false
training	oneLayer	oneLayer - rat 1	0	0.16571139	0.04277927	false
training	oneLayer	oneLayer - rat 1	0	0.17569324	0.038644657	false
training	oneLayer	oneLayer - rat 1	0	0.18528591	0.034671243	false
training	oneLayer	oneLayer - rat 1	0	0.19523093	0.030551886	false
training	oneLayer	oneLayer - rat 1	0	0.20471303	0.02662427	false
training	oneLayer	oneLayer - rat 1	0	0.21426888	0.022666115	false
training	oneLayer	oneLayer - rat 1	0	0.22397263	0.018646684	false
training	oneLayer	oneLayer - rat 1	0	0.23354103	0.014683331	false
training	oneLayer	oneLayer - rat 1	0	0.24281216	0.010843107	false
training	oneLayer	oneLayer - rat 1	0	0.2526851	0.006753603	false
training	oneLayer	oneLayer - rat 1	0	0.2619684	0.0029083355	false
training	oneLayer	oneLayer - rat 1	0	0.27135256	-9.787134E-4	false
training	oneLayer	oneLayer - rat 1	0	0.28170073	-9.787115E-4	false
training	oneLayer	oneLayer - rat 1	0	0.2917152	-9.787098E-4	false
training	oneLayer	oneLayer - rat 1	0	0.3020079	-9.78708E-4	false
training	oneLayer	oneLayer - rat 1	0	0.31230077	-9.787062E-4	false
training	oneLayer	oneLayer - rat 1	0	0.32265407	-9.787044E-4	false
training	oneLayer	oneLayer - rat 1	0	0.3330069	-9.787026E-4	false
training	oneLayer	oneLayer - rat 1	0	0.34373823	-9.787007E-4	false
training	oneLayer	oneLayer - rat 1	0	0.35457134	-9.786988E-4	false
training	oneLayer	oneLayer - rat 1	0	0.3653024	-9.78697E-4	false
training	oneLayer	oneLayer - rat 1	0	0.37574616	-9.786951E-4	false
training	oneLayer	oneLayer - rat 1	0	0.38600013	-9.786934E-4	false
training	oneLayer	oneLayer - rat 1	0	0.3968357	-9.786914E-4	false
training	oneLayer	oneLayer - rat 1	0	0.40715563	-9.786896E-4	false
training	oneLayer	oneLayer - rat 1	0	0.4165324	0.002905295	false
training	oneLayer	oneLayer - rat 1	0	0.42399356	0.010366472	false
training	oneLayer	oneLayer - rat 1	0	0.42817023	0.020449838	false
training	oneLayer	oneLayer - rat 1	0	0.42817023	0.03057093	false
training	oneLayer	oneLayer - rat 1	0	0.42424577	0.040045366	false
training	oneLayer	oneLayer - rat 1	0	0.4168155	0.047475662	false
training	oneLayer	oneLayer - rat 1	0	0.4068066	0.05162148	false
training	oneLayer	oneLayer - rat 1	0	0.3961612	0.051621478	false
training	oneLayer	oneLayer - rat 1	0	0.38603696	0.051621474	false
training	oneLayer	oneLayer - rat 1	0	0.37581867	0.051621474	false
training	oneLayer	oneLayer - rat 1	0	0.36485296	0.05162147	false
training	oneLayer	oneLayer - rat 1	0	0.35463256	0.051621467	false
training	oneLayer	oneLayer - rat 1	0	0.344625	0.051621467	false
training	oneLayer	oneLayer - rat 1	0	0.33432582	0.051621463	false
training	oneLayer	oneLayer - rat 1	0	0.3241981	0.05162146	false
training	oneLayer	oneLayer - rat 1	0	0.31321296	0.051621456	false
training	oneLayer	oneLayer - rat 1	0	0.30282494	0.051621456	false
training	oneLayer	oneLayer - rat 1	0	0.2918892	0.051621452	false
training	oneLayer	oneLayer - rat 1	0	0.28089085	0.05162145	false
training	oneLayer	oneLayer - rat 1	0	0.2707508	0.051621445	false
training	oneLayer	oneLayer - rat 1	0	0.2604935	0.051621445	false
training	oneLayer	oneLayer - rat 1	0	0.25043076	0.05162144	false
training	oneLayer	oneLayer - rat 1	0	0.239792	0.051621437	false
training	oneLayer	oneLayer - rat 1	0	0.2288609	0.051621433	false
training	oneLayer	oneLayer - rat 1	0	0.21823172	0.051621433	false
training	oneLayer	oneLayer - rat 1	0	0.20740944	0.05162143	false
training	oneLayer	oneLayer - rat 1	0	0.19711637	0.051621426	false
training	oneLayer	oneLayer - rat 1	0	0.18627258	0.051621422	false
training	oneLayer	oneLayer - rat 1	0	0.17618501	0.051621422	false
training	oneLayer	oneLayer - rat 1	0	0.16591822	0.05162142	false
training	oneLayer	oneLayer - rat 1	0	0.1557867	0.051621415	false
training	oneLayer	oneLayer - rat 1	0	0.1453024	0.05162141	false
training	oneLayer	oneLayer - rat 1	0	0.13449559	0.05162141	false
training	oneLayer	oneLayer - rat 1	0	0.12423266	0.051621407	false
training	oneLayer	oneLayer - rat 1	0	0.11407322	0.051621404	false
training	oneLayer	oneLayer - rat 1	0	0.10370148	0.051621404	false
training	oneLayer	oneLayer - rat 1	0	0.09297921	0.0516214	false
training	oneLayer	oneLayer - rat 1	0	0.0823554	0.051621396	false
training	oneLayer	oneLayer - rat 1	0	0.0715493	0.051621392	false
training	oneLayer	oneLayer - rat 1	0	0.06124511	0.051621392	false
training	oneLayer	oneLayer - rat 1	0	0.05057792	0.05162139	false
training	oneLayer	oneLayer - rat 1	0	0.03995736	0.051621385	false
training	oneLayer	oneLayer - rat 1	0	0.029646356	0.05162138	false
training	oneLayer	oneLayer - rat 1	0	0.01944144	0.05162138	false
training	oneLayer	oneLayer - rat 1	0	0.008714628	0.051621377	false
training	oneLayer	oneLayer - rat 1	0	-0.0022669618	0.051621374	false
training	oneLayer	oneLayer - rat 1	0	-0.012857473	0.05162137	false
training	oneLayer	oneLayer - rat 1	0	-0.023226	0.05162137	false
training	oneLayer	oneLayer - rat 1	0	-0.033792626	0.051621366	false
training	oneLayer	oneLayer - rat 1	0	-0.043956988	0.051621363	false
training	oneLayer	oneLayer - rat 1	0	-0.054569308	0.05162136	false
training	oneLayer	oneLayer - rat 1	0	-0.0646533	0.05162136	false
training	oneLayer	oneLayer - rat 1	0	-0.07483766	0.051621355	false
training	oneLayer	oneLayer - rat 1	0	-0.08552979	0.05162135	false
training	oneLayer	oneLayer - rat 1	0	-0.096016616	0.051621348	false
training	oneLayer	oneLayer - rat 1	0	-0.10637065	0.051621348	false
training	oneLayer	oneLayer - rat 1	0	-0.11657043	0.051621344	false
training	oneLayer	oneLayer - rat 1	0	-0.12733412	0.05162134	false
training	oneLayer	oneLayer - rat 1	0	-0.13739009	0.05162134	false
training	oneLayer	oneLayer - rat 1	0	-0.1483636	0.051621336	false
training	oneLayer	oneLayer - rat 1	0	-0.15931642	0.051621333	false
training	oneLayer	oneLayer - rat 1	0	-0.1696762	0.05162133	false
training	oneLayer	oneLayer - rat 1	0	-0.18055123	0.05162133	false
training	oneLayer	oneLayer - rat 1	0	-0.19150464	0.051621325	false
training	oneLayer	oneLayer - rat 1	0	-0.20231436	0.05162132	false
training	oneLayer	oneLayer - rat 1	0	-0.21321423	0.051621318	false
training	oneLayer	oneLayer - rat 1	0	-0.22338702	0.051621318	false
training	oneLayer	oneLayer - rat 1	0	-0.2340752	0.051621314	false
training	oneLayer	oneLayer - rat 1	0	-0.24447545	0.05162131	false
training	oneLayer	oneLayer - rat 1	0	-0.2545658	0.051621307	false
training	oneLayer	oneLayer - rat 1	0	-0.2649564	0.051621307	false
training	oneLayer	oneLayer - rat 1	0	-0.275654	0.051621303	false
training	oneLayer	oneLayer - rat 1	0	-0.2857936	0.0516213	false
training	oneLayer	oneLayer - rat 1	0	-0.2962896	0.051621296	false
training	oneLayer	oneLayer - rat 1	0	-0.3065485	0.051621296	false
training	oneLayer	oneLayer - rat 1	0	-0.3167838	0.05162129	false
training	oneLayer	oneLayer - rat 1	0	-0.32742462	0.051621288	false
training	oneLayer	oneLayer - rat 1	0	-0.33725742	0.04754841	false
training	oneLayer	oneLayer - rat 1	0	-0.3472302	0.043417547	false
training	oneLayer	oneLayer - rat 1	0	-0.35682517	0.03944318	false
training	oneLayer	oneLayer - rat 1	0	-0.36693078	0.035257295	false
training	oneLayer	oneLayer - rat 1	0	-0.3767811	0.031177148	false
training	oneLayer	oneLayer - rat 1	0	-0.38615057	0.027296184	false
training	oneLayer	oneLayer - rat 1	0	-0.3962631	0.023107441	false
training	oneLayer	oneLayer - rat 1	0	-0.4062646	0.01896467	false
training	oneLayer	oneLayer - rat 1	0	-0.41398382	0.011245445	false
training	oneLayer	oneLayer - rat 1	0	-0.41801962	0.0015021915	false
training	oneLayer	oneLayer - rat 1	0	-0.42563173	-0.0061099418	false
training	oneLayer	oneLayer - rat 1	0	-0.42949465	-0.015435833	false
training	oneLayer	oneLayer - rat 1	0	-0.42949465	-0.025735583	false
training	oneLayer	oneLayer - rat 1	0	-0.42545146	-0.035496686	false
training	oneLayer	oneLayer - rat 1	0	-0.41825578	-0.042692367	false
training	oneLayer	oneLayer - rat 1	0	-0.40894488	-0.046549074	false
training	oneLayer	oneLayer - rat 1	0	-0.39859244	-0.04654907	false
training	oneLayer	oneLayer - rat 1	0	-0.3890769	-0.042607598	false
training	oneLayer	oneLayer - rat 1	0	-0.38158575	-0.035116468	false
training	oneLayer	oneLayer - rat 1	0	-0.37763816	-0.025586117	false
training	oneLayer	oneLayer - rat 1	0	-0.37370604	-0.016093105	false
training	oneLayer	oneLayer - rat 1	0	-0.36973107	-0.006496712	false
training	oneLayer	oneLayer - rat 1	0	-0.3657981	0.0029984203	false
training	oneLayer	oneLayer - rat 1	0	-0.36181626	0.012611358	false
training	oneLayer	oneLayer - rat 1	0	-0.35788813	0.022094717	false
training	oneLayer	oneLayer - rat 1	0	-0.3540431	0.03137745	false
training	oneLayer	oneLayer - rat 1	0	-0.3498983	0.04138392	false
training	oneLayer	oneLayer - rat 1	0	-0.34602106	0.05074443	false
training	oneLayer	oneLayer - rat 1	0	-0.341987	0.060483474	false
training	oneLayer	oneLayer - rat 1	0	-0.33789882	0.07035322	false
training	oneLayer	oneLayer - rat 1	0	-0.3337049	0.080478296	false
training	oneLayer	oneLayer - rat 1	0	-0.3297528	0.09001947	false
training	oneLayer	oneLayer - rat 1	0	-0.32583922	0.099467725	false
training	oneLayer	oneLayer - rat 1	0	-0.3216308	0.109627746	false
training	oneLayer	oneLayer - rat 1	0	-0.31761461	0.119323686	false
training	oneLayer	oneLayer - rat 1	0	-0.31761461	0.13002351	false
training	oneLayer	oneLayer - rat 1	0	-0.31761464	0.14007078	false
training	oneLayer	oneLayer - rat 1	0	-0.31761464	0.15036513	false
training	oneLayer	oneLayer - rat 1	0	-0.31761464	0.16094466	false
training	oneLayer	oneLayer - rat 1	0	-0.31761464	0.17103869	false
training	oneLayer	oneLayer - rat 1	0	-0.31761464	0.1814527	false
training	oneLayer	oneLayer - rat 1	0	-0.31761464	0.1920511	false
training	oneLayer	oneLayer - rat 1	0	-0.31761464	0.20287396	false
training	oneLayer	oneLayer - rat 1	0	-0.31761467	0.21337065	false
training	oneLayer	oneLayer - rat 1	0	-0.31761467	0.22393064	false
training	oneLayer	oneLayer - rat 1	0	-0.31761467	0.2339339	false
training	oneLayer	oneLayer - rat 1	0	-0.31761467	0.24445677	false
training	oneLayer	oneLayer - rat 1	0	-0.31761467	0.25527197	false
training	oneLayer	oneLayer - rat 1	0	-0.31761467	0.2658225	false
training	oneLayer	oneLayer - rat 1	0	-0.31761467	0.2765296	false
training	oneLayer	oneLayer - rat 1	0	-0.3176147	0.2872108	false
training	oneLayer	oneLayer - rat 1	0	-0.31371117	0.29663476	false
training	oneLayer	oneLayer - rat 1	0	-0.30974156	0.30621824	false
training	oneLayer	oneLayer - rat 1	0	-0.305571	0.3162869	false
training	oneLayer	oneLayer - rat 1	0	-0.30153868	0.32602176	false
training	oneLayer	oneLayer - rat 1	0	-0.29745942	0.33586997	false
training	oneLayer	oneLayer - rat 1	0	-0.2903171	0.3430123	false
training	oneLayer	oneLayer - rat 1	0	-0.28026372	0.34717655	false
training	oneLayer	oneLayer - rat 1	0	-0.27010098	0.34717655	false
training	oneLayer	oneLayer - rat 1	0	-0.2606763	0.34327272	false
training	oneLayer	oneLayer - rat 1	0	-0.25298184	0.33557826	false
training	oneLayer	oneLayer - rat 1	0	-0.24894387	0.32582977	false
training	oneLayer	oneLayer - rat 1	0	-0.24894387	0.3148906	false
training	oneLayer	oneLayer - rat 1	0	-0.25289685	0.30534723	false
training	oneLayer	oneLayer - rat 1	0	-0.2568361	0.29583704	false
training	oneLayer	oneLayer - rat 1	0	-0.26097897	0.28583527	false
training	oneLayer	oneLayer - rat 1	0	-0.26487935	0.27641886	false
training	oneLayer	oneLayer - rat 1	0	-0.26900867	0.2664498	false
training	oneLayer	oneLayer - rat 1	0	-0.2731318	0.25649574	false
training	oneLayer	oneLayer - rat 1	0	-0.27723497	0.24658978	false
training	oneLayer	oneLayer - rat 1	0	-0.28130618	0.23676097	false
training	oneLayer	oneLayer - rat 1	0	-0.2852315	0.22728443	false
training	oneLayer	oneLayer - rat 1	0	-0.28936547	0.21730417	false
training	oneLayer	oneLayer - rat 1	0	-0.29343534	0.20747863	false
training	oneLayer	oneLayer - rat 1	0	-0.29760456	0.19741318	false
training	oneLayer	oneLayer - rat 1	0	-0.30178127	0.18732971	false
training	oneLayer	oneLayer - rat 1	0	-0.30567545	0.17792833	false
training	oneLayer	oneLayer - rat 1	0	-0.30968723	0.16824304	false
training	oneLayer	oneLayer - rat 1	0	-0.3138772	0.15812752	false
training	oneLayer	oneLayer - rat 1	0	-0.31790853	0.14839502	false
training	oneLayer	oneLayer - rat 1	0	-0.32187983	0.13880743	false
training	oneLayer	oneLayer - rat 1	0	-0.32585913	0.12920056	false
training	oneLayer	oneLayer - rat 1	0	-0.3299324	0.11936683	false
training	oneLayer	oneLayer - rat 1	0	-0.33767733	0.1116219	false
training	oneLayer	oneLayer - rat 1	0	-0.34480298	0.10449624	false
training	oneLayer	oneLayer - rat 1	0	-0.35190842	0.097390816	false
training	oneLayer	oneLayer - rat 1	0	-0.35914043	0.090158775	false
training	oneLayer	oneLayer - rat 1	0	-0.36656395	0.082735255	false
training	oneLayer	oneLayer - rat 1	0	-0.3742363	0.07506291	false
training	oneLayer	oneLayer - rat 1	0	-0.3817959	0.06750329	false
training	oneLayer	oneLayer - rat 1	0	-0.38911003	0.060189158	false
training	oneLayer	oneLayer - rat 1	0	-0.3962323	0.053066876	false
training	oneLayer	oneLayer - rat 1	0	-0.403921	0.045378182	false
training	oneLayer	oneLayer - rat 1	0	-0.4110062	0.038292978	false
training	oneLayer	oneLayer - rat 1	0	-0.4185301	0.03076908	false
training	oneLayer	oneLayer - rat 1	0	-0.42257628	0.021000713	false
training	oneLayer	oneLayer - rat 1	0	-0.42257628	0.010908867	false
training	oneLayer	oneLayer - rat 1	0	-0.4184593	9.6956897E-4	false
training	oneLayer	oneLayer - rat 1	0	-0.41124523	-0.0062444885	false
training	oneLayer	oneLayer - rat 1	0	-0.4015691	-0.010252469	false
training	oneLayer	oneLayer - rat 1	0	-0.39108512	-0.0102524655	false
training	oneLayer	oneLayer - rat 1	0	-0.38024104	-0.010252462	false
training	oneLayer	oneLayer - rat 1	0	-0.3699273	-0.010252458	false
training	oneLayer	oneLayer - rat 1	0	-0.3590943	-0.010252454	false
training	oneLayer	oneLayer - rat 1	0	-0.34817055	-0.010252451	false
training	oneLayer	oneLayer - rat 1	0	-0.33797437	-0.010252447	false
training	oneLayer	oneLayer - rat 1	0	-0.32716233	-0.010252443	false
training	oneLayer	oneLayer - rat 1	0	-0.31619295	-0.010252439	false
training	oneLayer	oneLayer - rat 1	0	-0.30604273	-0.010252436	false
training	oneLayer	oneLayer - rat 1	0	-0.29564366	-0.010252432	false
training	oneLayer	oneLayer - rat 1	0	-0.28491113	-0.010252428	false
training	oneLayer	oneLayer - rat 1	0	-0.27490604	-0.010252425	false
training	oneLayer	oneLayer - rat 1	0	-0.2642729	-0.010252422	false
training	oneLayer	oneLayer - rat 1	0	-0.2539153	-0.010252418	false
training	oneLayer	oneLayer - rat 1	0	-0.2432235	-0.010252414	false
training	oneLayer	oneLayer - rat 1	0	-0.23226377	-0.010252411	false
training	oneLayer	oneLayer - rat 1	0	-0.2218921	-0.010252407	false
training	oneLayer	oneLayer - rat 1	0	-0.21181506	-0.010252403	false
training	oneLayer	oneLayer - rat 1	0	-0.2012151	-0.010252399	false
training	oneLayer	oneLayer - rat 1	0	-0.19117688	-0.010252396	false
training	oneLayer	oneLayer - rat 1	0	-0.18085612	-0.010252392	false
training	oneLayer	oneLayer - rat 1	0	-0.17077513	-0.010252389	false
training	oneLayer	oneLayer - rat 1	0	-0.16057383	-0.010252385	false
training	oneLayer	oneLayer - rat 1	0	-0.15026908	-0.010252382	false
training	oneLayer	oneLayer - rat 1	0	-0.14013398	-0.010252378	false
training	oneLayer	oneLayer - rat 1	0	-0.12941906	-0.010252374	false
training	oneLayer	oneLayer - rat 1	0	-0.118947566	-0.0102523705	false
training	oneLayer	oneLayer - rat 1	0	-0.10799169	-0.010252367	false
training	oneLayer	oneLayer - rat 1	0	-0.09791568	-0.010252363	false
training	oneLayer	oneLayer - rat 1	0	-0.08740907	-0.010252359	false
training	oneLayer	oneLayer - rat 1	0	-0.07668915	-0.010252356	false
training	oneLayer	oneLayer - rat 1	0	-0.06603745	-0.010252352	false
training	oneLayer	oneLayer - rat 1	0	-0.05600142	-0.010252348	false
training	oneLayer	oneLayer - rat 1	0	-0.04572856	-0.010252345	false
training	oneLayer	oneLayer - rat 1	0	-0.034923147	-0.010252342	false
training	oneLayer	oneLayer - rat 1	0	-0.02401425	-0.010252337	false
training	oneLayer	oneLayer - rat 1	0	-0.013351799	-0.010252333	false
training	oneLayer	oneLayer - rat 1	0	-0.00317195	-0.01025233	false
training	oneLayer	oneLayer - rat 1	0	0.0070079663	-0.010252327	false
training	oneLayer	oneLayer - rat 1	0	0.01782455	-0.010252323	false
training	oneLayer	oneLayer - rat 1	0	0.0281563	-0.010252319	false
training	oneLayer	oneLayer - rat 1	0	0.038998153	-0.010252316	false
training	oneLayer	oneLayer - rat 1	0	0.049199548	-0.010252312	false
training	oneLayer	oneLayer - rat 1	0	0.059694573	-0.010252308	false
training	oneLayer	oneLayer - rat 1	0	0.070347436	-0.010252304	false
training	oneLayer	oneLayer - rat 1	0	0.08041536	-0.010252301	false
training	oneLayer	oneLayer - rat 1	0	0.091112256	-0.010252297	false
training	oneLayer	oneLayer - rat 1	0	0.10116304	-0.010252293	false
training	oneLayer	oneLayer - rat 1	0	0.11168966	-0.0102522895	false
training	oneLayer	oneLayer - rat 1	0	0.121878676	-0.010252287	false
training	oneLayer	oneLayer - rat 1	0	0.13217568	-0.010252283	false
training	oneLayer	oneLayer - rat 1	0	0.143015	-0.010252279	false
training	oneLayer	oneLayer - rat 1	0	0.15385112	-0.0102522755	false
training	oneLayer	oneLayer - rat 1	0	0.16415966	-0.010252272	false
training	oneLayer	oneLayer - rat 1	0	0.17421032	-0.010252268	false
training	oneLayer	oneLayer - rat 1	0	0.18504377	-0.010252264	false
training	oneLayer	oneLayer - rat 1	0	0.19568591	-0.010252261	false
training	oneLayer	oneLayer - rat 1	0	0.20593348	-0.010252257	false
training	oneLayer	oneLayer - rat 1	0	0.21670556	-0.010252253	false
