trial	group	subject	repetition	x	y	random
training	oneLayer	oneLayer - rat 1	0	-0.41794342	0.084328495	false
training	oneLayer	oneLayer - rat 1	0	-0.41380855	0.09431097	false
training	oneLayer	oneLayer - rat 1	0	-0.40968817	0.10425844	false
training	oneLayer	oneLayer - rat 1	0	-0.40555102	0.11424638	false
training	oneLayer	oneLayer - rat 1	0	-0.40162262	0.1237304	false
training	oneLayer	oneLayer - rat 1	0	-0.3974722	0.1337504	false
training	oneLayer	oneLayer - rat 1	0	-0.3932881	0.1438517	false
training	oneLayer	oneLayer - rat 1	0	-0.3894596	0.15309449	false
training	oneLayer	oneLayer - rat 1	0	-0.38530627	0.16312155	false
training	oneLayer	oneLayer - rat 1	0	-0.38113105	0.17320143	false
training	oneLayer	oneLayer - rat 1	0	-0.37716225	0.18278296	false
training	oneLayer	oneLayer - rat 1	0	-0.37318578	0.19238304	false
training	oneLayer	oneLayer - rat 1	0	-0.36919925	0.20200738	false
training	oneLayer	oneLayer - rat 1	0	-0.36503986	0.21204904	false
training	oneLayer	oneLayer - rat 1	0	-0.3610587	0.22166036	false
training	oneLayer	oneLayer - rat 1	0	-0.3572125	0.23094593	false
training	oneLayer	oneLayer - rat 1	0	-0.35323882	0.24053922	false
training	oneLayer	oneLayer - rat 1	0	-0.3491124	0.2505013	false
training	oneLayer	oneLayer - rat 1	0	-0.34520978	0.25992304	false
training	oneLayer	oneLayer - rat 1	0	-0.34118477	0.26964033	false
training	oneLayer	oneLayer - rat 1	0	-0.33714405	0.2793955	false
training	oneLayer	oneLayer - rat 1	0	-0.3294638	0.2870757	false
training	oneLayer	oneLayer - rat 1	0	-0.31971425	0.29111412	false
training	oneLayer	oneLayer - rat 1	0	-0.3096443	0.29111412	false
training	oneLayer	oneLayer - rat 1	0	-0.299633	0.28696728	false
training	oneLayer	oneLayer - rat 1	0	-0.2920136	0.2793479	false
training	oneLayer	oneLayer - rat 1	0	-0.28808206	0.26985633	false
training	oneLayer	oneLayer - rat 1	0	-0.28808206	0.2596898	false
training	oneLayer	oneLayer - rat 1	0	-0.29218638	0.24978112	false
training	oneLayer	oneLayer - rat 1	0	-0.29612482	0.2402729	false
training	oneLayer	oneLayer - rat 1	0	-0.30021766	0.23039186	false
training	oneLayer	oneLayer - rat 1	0	-0.3042941	0.22055045	false
training	oneLayer	oneLayer - rat 1	0	-0.30824918	0.21100207	false
training	oneLayer	oneLayer - rat 1	0	-0.3121396	0.20160979	false
training	oneLayer	oneLayer - rat 1	0	-0.31597766	0.19234389	false
training	oneLayer	oneLayer - rat 1	0	-0.32002366	0.182576	false
training	oneLayer	oneLayer - rat 1	0	-0.3241148	0.17269906	false
training	oneLayer	oneLayer - rat 1	0	-0.32805732	0.16318099	false
training	oneLayer	oneLayer - rat 1	0	-0.33201462	0.1536272	false
training	oneLayer	oneLayer - rat 1	0	-0.33588812	0.14427583	false
training	oneLayer	oneLayer - rat 1	0	-0.33984065	0.13473353	false
training	oneLayer	oneLayer - rat 1	0	-0.34368023	0.12546395	false
training	oneLayer	oneLayer - rat 1	0	-0.3475218	0.116189554	false
training	oneLayer	oneLayer - rat 1	0	-0.35172355	0.1060457	false
training	oneLayer	oneLayer - rat 1	0	-0.3558236	0.09614727	false
training	oneLayer	oneLayer - rat 1	0	-0.35987073	0.08637663	false
training	oneLayer	oneLayer - rat 1	0	-0.36753762	0.078709744	false
training	oneLayer	oneLayer - rat 1	0	-0.37483647	0.071410894	false
training	oneLayer	oneLayer - rat 1	0	-0.38213247	0.06411488	false
training	oneLayer	oneLayer - rat 1	0	-0.38942227	0.056825105	false
training	oneLayer	oneLayer - rat 1	0	-0.39661643	0.049630955	false
training	oneLayer	oneLayer - rat 1	0	-0.40432647	0.041920904	false
training	oneLayer	oneLayer - rat 1	0	-0.41170627	0.034541104	false
training	oneLayer	oneLayer - rat 1	0	-0.4189703	0.027277103	false
training	oneLayer	oneLayer - rat 1	0	-0.42308512	0.017342947	false
training	oneLayer	oneLayer - rat 1	0	-0.42308512	0.0068516936	false
training	oneLayer	oneLayer - rat 1	0	-0.41908577	-0.0028036295	false
training	oneLayer	oneLayer - rat 1	0	-0.41201192	-0.009877474	false
training	oneLayer	oneLayer - rat 1	0	-0.4026915	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.3917249	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.3809747	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.37071466	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.3598252	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.3495877	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.3390432	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.32899162	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.3189204	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.30794296	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.29751697	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.28665975	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.27594766	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.26591042	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.25544468	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.24513726	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.23501174	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.2244038	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.21377786	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.20323902	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.19322485	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.1828256	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.17201474	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.16107789	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.15098782	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.14000656	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.12980449	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.118926816	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.10865367	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.09834386	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.08771555	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.07689688	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.06665007	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.05629024	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.04581829	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.034837727	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.024224367	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.014041457	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	-0.0035511795	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.007357721	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.017419605	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.028026212	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.03821523	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.04917369	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.059185363	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.07002242	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.08040215	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.091216445	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.10208113	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.112875104	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.12301373	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.13338254	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.14338428	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.15400662	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.16460474	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.17492828	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.1853012	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.19618368	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.20629913	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.2172669	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.22805978	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.23825938	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.24875854	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.25948527	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.26994514	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.28075537	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.29140428	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.3015917	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.31183454	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.32200453	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.3320671	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.34279925	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.35302097	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.36319774	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.37336704	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.38370672	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.39426273	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.4047863	-0.01373811	false
training	oneLayer	oneLayer - rat 1	0	0.41453153	-0.009701505	false
training	oneLayer	oneLayer - rat 1	0	0.4220208	-0.0022122336	false
training	oneLayer	oneLayer - rat 1	0	0.42588568	0.0071184128	false
training	oneLayer	oneLayer - rat 1	0	0.42588568	0.017237425	false
training	oneLayer	oneLayer - rat 1	0	0.42179462	0.027114121	false
training	oneLayer	oneLayer - rat 1	0	0.41414958	0.03475915	false
training	oneLayer	oneLayer - rat 1	0	0.40469274	0.0386763	false
training	oneLayer	oneLayer - rat 1	0	0.39531228	0.04256181	false
training	oneLayer	oneLayer - rat 1	0	0.38492134	0.04256181	false
training	oneLayer	oneLayer - rat 1	0	0.374117	0.04256181	false
training	oneLayer	oneLayer - rat 1	0	0.3633218	0.042561807	false
training	oneLayer	oneLayer - rat 1	0	0.35243216	0.042561807	false
training	oneLayer	oneLayer - rat 1	0	0.3423192	0.042561807	false
training	oneLayer	oneLayer - rat 1	0	0.3313638	0.042561807	false
training	oneLayer	oneLayer - rat 1	0	0.32129514	0.042561803	false
training	oneLayer	oneLayer - rat 1	0	0.31044593	0.042561803	false
training	oneLayer	oneLayer - rat 1	0	0.29989377	0.042561803	false
training	oneLayer	oneLayer - rat 1	0	0.28949186	0.042561803	false
training	oneLayer	oneLayer - rat 1	0	0.2792357	0.0425618	false
training	oneLayer	oneLayer - rat 1	0	0.26893106	0.0425618	false
training	oneLayer	oneLayer - rat 1	0	0.25837108	0.0425618	false
training	oneLayer	oneLayer - rat 1	0	0.24753688	0.0425618	false
training	oneLayer	oneLayer - rat 1	0	0.237218	0.042561796	false
training	oneLayer	oneLayer - rat 1	0	0.22711064	0.042561796	false
training	oneLayer	oneLayer - rat 1	0	0.21669057	0.042561796	false
training	oneLayer	oneLayer - rat 1	0	0.20588653	0.042561796	false
training	oneLayer	oneLayer - rat 1	0	0.19564559	0.04256179	false
training	oneLayer	oneLayer - rat 1	0	0.18497147	0.04256179	false
training	oneLayer	oneLayer - rat 1	0	0.17405482	0.04256179	false
training	oneLayer	oneLayer - rat 1	0	0.16340487	0.04256179	false
training	oneLayer	oneLayer - rat 1	0	0.15304996	0.042561788	false
training	oneLayer	oneLayer - rat 1	0	0.14223784	0.042561788	false
training	oneLayer	oneLayer - rat 1	0	0.13162392	0.042561788	false
training	oneLayer	oneLayer - rat 1	0	0.12111652	0.042561788	false
training	oneLayer	oneLayer - rat 1	0	0.11040638	0.042561784	false
training	oneLayer	oneLayer - rat 1	0	0.09974635	0.042561784	false
training	oneLayer	oneLayer - rat 1	0	0.08898427	0.042561784	false
training	oneLayer	oneLayer - rat 1	0	0.07844906	0.042561784	false
training	oneLayer	oneLayer - rat 1	0	0.06824494	0.04256178	false
training	oneLayer	oneLayer - rat 1	0	0.057970036	0.04256178	false
training	oneLayer	oneLayer - rat 1	0	0.047472317	0.04256178	false
training	oneLayer	oneLayer - rat 1	0	0.036755502	0.04256178	false
training	oneLayer	oneLayer - rat 1	0	0.026272707	0.042561777	false
training	oneLayer	oneLayer - rat 1	0	0.015532012	0.042561777	false
training	oneLayer	oneLayer - rat 1	0	0.0049587986	0.042561777	false
training	oneLayer	oneLayer - rat 1	0	-0.0056612925	0.042561777	false
training	oneLayer	oneLayer - rat 1	0	-0.015957415	0.042561773	false
training	oneLayer	oneLayer - rat 1	0	-0.026768269	0.042561773	false
training	oneLayer	oneLayer - rat 1	0	-0.037461583	0.042561773	false
training	oneLayer	oneLayer - rat 1	0	-0.048447832	0.042561773	false
training	oneLayer	oneLayer - rat 1	0	-0.058484074	0.04256177	false
training	oneLayer	oneLayer - rat 1	0	-0.06906952	0.04256177	false
training	oneLayer	oneLayer - rat 1	0	-0.07928557	0.04256177	false
training	oneLayer	oneLayer - rat 1	0	-0.08951337	0.04256177	false
training	oneLayer	oneLayer - rat 1	0	-0.10031805	0.042561766	false
training	oneLayer	oneLayer - rat 1	0	-0.11115362	0.042561766	false
training	oneLayer	oneLayer - rat 1	0	-0.12181514	0.042561766	false
training	oneLayer	oneLayer - rat 1	0	-0.13188967	0.042561766	false
training	oneLayer	oneLayer - rat 1	0	-0.1419023	0.042561766	false
training	oneLayer	oneLayer - rat 1	0	-0.15260461	0.042561762	false
training	oneLayer	oneLayer - rat 1	0	-0.162742	0.042561762	false
training	oneLayer	oneLayer - rat 1	0	-0.1734483	0.042561762	false
training	oneLayer	oneLayer - rat 1	0	-0.18346947	0.042561762	false
training	oneLayer	oneLayer - rat 1	0	-0.19356635	0.04256176	false
training	oneLayer	oneLayer - rat 1	0	-0.20416819	0.04256176	false
training	oneLayer	oneLayer - rat 1	0	-0.21495634	0.04256176	false
training	oneLayer	oneLayer - rat 1	0	-0.22526231	0.04256176	false
training	oneLayer	oneLayer - rat 1	0	-0.23589514	0.042561755	false
training	oneLayer	oneLayer - rat 1	0	-0.24632743	0.042561755	false
training	oneLayer	oneLayer - rat 1	0	-0.2572047	0.042561755	false
training	oneLayer	oneLayer - rat 1	0	-0.26769337	0.042561755	false
training	oneLayer	oneLayer - rat 1	0	-0.2781784	0.04256175	false
training	oneLayer	oneLayer - rat 1	0	-0.28827763	0.04256175	false
training	oneLayer	oneLayer - rat 1	0	-0.29859984	0.04256175	false
training	oneLayer	oneLayer - rat 1	0	-0.30935428	0.04256175	false
training	oneLayer	oneLayer - rat 1	0	-0.32032216	0.042561747	false
training	oneLayer	oneLayer - rat 1	0	-0.331097	0.042561747	false
training	oneLayer	oneLayer - rat 1	0	-0.34145024	0.042561747	false
training	oneLayer	oneLayer - rat 1	0	-0.35210222	0.042561747	false
training	oneLayer	oneLayer - rat 1	0	-0.36191183	0.03849848	false
training	oneLayer	oneLayer - rat 1	0	-0.37191236	0.034356125	false
training	oneLayer	oneLayer - rat 1	0	-0.3815865	0.030348968	false
training	oneLayer	oneLayer - rat 1	0	-0.39165863	0.026176937	false
training	oneLayer	oneLayer - rat 1	0	-0.40178272	0.021983406	false
training	oneLayer	oneLayer - rat 1	0	-0.41108787	0.018129088	false
training	oneLayer	oneLayer - rat 1	0	-0.41857103	0.01064593	false
training	oneLayer	oneLayer - rat 1	0	-0.42257807	9.7209064E-4	false
training	oneLayer	oneLayer - rat 1	0	-0.42257807	-0.00903898	false
training	oneLayer	oneLayer - rat 1	0	-0.41845948	-0.018982098	false
training	oneLayer	oneLayer - rat 1	0	-0.41087866	-0.026562916	false
training	oneLayer	oneLayer - rat 1	0	-0.40101662	-0.030647907	false
training	oneLayer	oneLayer - rat 1	0	-0.39057562	-0.030647906	false
training	oneLayer	oneLayer - rat 1	0	-0.38029757	-0.030647904	false
training	oneLayer	oneLayer - rat 1	0	-0.37077966	-0.026705451	false
training	oneLayer	oneLayer - rat 1	0	-0.36141652	-0.022827113	false
training	oneLayer	oneLayer - rat 1	0	-0.3516718	-0.018790709	false
training	oneLayer	oneLayer - rat 1	0	-0.34156004	-0.01460228	false
training	oneLayer	oneLayer - rat 1	0	-0.33156154	-0.010460769	false
training	oneLayer	oneLayer - rat 1	0	-0.32231948	-0.006632572	false
training	oneLayer	oneLayer - rat 1	0	-0.31295523	-0.0027537767	false
training	oneLayer	oneLayer - rat 1	0	-0.30331278	0.0012402602	false
training	oneLayer	oneLayer - rat 1	0	-0.29323354	0.001240262	false
training	oneLayer	oneLayer - rat 1	0	-0.28314352	0.005419677	false
training	oneLayer	oneLayer - rat 1	0	-0.27245408	0.005419679	false
training	oneLayer	oneLayer - rat 1	0	-0.26279306	0.00942141	false
training	oneLayer	oneLayer - rat 1	0	-0.252659	0.009421412	false
training	oneLayer	oneLayer - rat 1	0	-0.24334414	0.013279755	false
training	oneLayer	oneLayer - rat 1	0	-0.23240884	0.0132797565	false
training	oneLayer	oneLayer - rat 1	0	-0.22293405	0.017204339	false
training	oneLayer	oneLayer - rat 1	0	-0.21223354	0.01720434	false
training	oneLayer	oneLayer - rat 1	0	-0.2023494	0.021298496	false
training	oneLayer	oneLayer - rat 1	0	-0.19174655	0.021298498	false
training	oneLayer	oneLayer - rat 1	0	-0.18238638	0.025175609	false
training	oneLayer	oneLayer - rat 1	0	-0.17207816	0.02517561	false
training	oneLayer	oneLayer - rat 1	0	-0.16184713	0.025175612	false
training	oneLayer	oneLayer - rat 1	0	-0.1508863	0.025175614	false
training	oneLayer	oneLayer - rat 1	0	-0.14074597	0.025175616	false
training	oneLayer	oneLayer - rat 1	0	-0.13023631	0.025175618	false
training	oneLayer	oneLayer - rat 1	0	-0.11981299	0.02517562	false
training	oneLayer	oneLayer - rat 1	0	-0.10903664	0.025175622	false
training	oneLayer	oneLayer - rat 1	0	-0.0982523	0.025175624	false
training	oneLayer	oneLayer - rat 1	0	-0.08745843	0.025175625	false
training	oneLayer	oneLayer - rat 1	0	-0.07674596	0.025175627	false
training	oneLayer	oneLayer - rat 1	0	-0.065894835	0.02517563	false
training	oneLayer	oneLayer - rat 1	0	-0.055839863	0.025175631	false
training	oneLayer	oneLayer - rat 1	0	-0.04502697	0.025175633	false
training	oneLayer	oneLayer - rat 1	0	-0.034119613	0.025175635	false
training	oneLayer	oneLayer - rat 1	0	-0.023368375	0.025175637	false
training	oneLayer	oneLayer - rat 1	0	-0.012856248	0.025175638	false
training	oneLayer	oneLayer - rat 1	0	-0.0025514248	0.02517564	false
training	oneLayer	oneLayer - rat 1	0	0.008101963	0.025175642	false
training	oneLayer	oneLayer - rat 1	0	0.018201346	0.025175644	false
training	oneLayer	oneLayer - rat 1	0	0.028908232	0.025175646	false
training	oneLayer	oneLayer - rat 1	0	0.03985845	0.025175648	false
training	oneLayer	oneLayer - rat 1	0	0.05003396	0.02517565	false
training	oneLayer	oneLayer - rat 1	0	0.060240664	0.025175652	false
training	oneLayer	oneLayer - rat 1	0	0.07092608	0.025175653	false
training	oneLayer	oneLayer - rat 1	0	0.08123394	0.025175655	false
training	oneLayer	oneLayer - rat 1	0	0.09161202	0.025175657	false
training	oneLayer	oneLayer - rat 1	0	0.10185474	0.025175659	false
training	oneLayer	oneLayer - rat 1	0	0.11248322	0.02517566	false
training	oneLayer	oneLayer - rat 1	0	0.122982696	0.025175663	false
training	oneLayer	oneLayer - rat 1	0	0.13330348	0.025175663	false
training	oneLayer	oneLayer - rat 1	0	0.14334472	0.025175665	false
training	oneLayer	oneLayer - rat 1	0	0.15367451	0.025175666	false
training	oneLayer	oneLayer - rat 1	0	0.16406742	0.025175668	false
training	oneLayer	oneLayer - rat 1	0	0.17461066	0.02517567	false
training	oneLayer	oneLayer - rat 1	0	0.1849134	0.025175672	false
training	oneLayer	oneLayer - rat 1	0	0.19492067	0.025175674	false
training	oneLayer	oneLayer - rat 1	0	0.20542277	0.025175676	false
training	oneLayer	oneLayer - rat 1	0	0.21597575	0.025175678	false
training	oneLayer	oneLayer - rat 1	0	0.22691847	0.02517568	false
training	oneLayer	oneLayer - rat 1	0	0.23721002	0.025175681	false
training	oneLayer	oneLayer - rat 1	0	0.24734458	0.025175683	false
training	oneLayer	oneLayer - rat 1	0	0.25744691	0.025175685	false
training	oneLayer	oneLayer - rat 1	0	0.2675796	0.025175687	false
training	oneLayer	oneLayer - rat 1	0	0.2776773	0.025175689	false
training	oneLayer	oneLayer - rat 1	0	0.2880808	0.02517569	false
training	oneLayer	oneLayer - rat 1	0	0.29876193	0.025175693	false
training	oneLayer	oneLayer - rat 1	0	0.30915734	0.025175694	false
training	oneLayer	oneLayer - rat 1	0	0.31935152	0.025175696	false
training	oneLayer	oneLayer - rat 1	0	0.32991818	0.025175698	false
training	oneLayer	oneLayer - rat 1	0	0.34031978	0.0251757	false
training	oneLayer	oneLayer - rat 1	0	0.35074392	0.025175702	false
training	oneLayer	oneLayer - rat 1	0	0.3613635	0.025175704	false
training	oneLayer	oneLayer - rat 1	0	0.37161797	0.025175706	false
training	oneLayer	oneLayer - rat 1	0	0.38229382	0.025175707	false
training	oneLayer	oneLayer - rat 1	0	0.39310983	0.02517571	false
training	oneLayer	oneLayer - rat 1	0	0.40273085	0.029160867	false
training	oneLayer	oneLayer - rat 1	0	0.41009885	0.036528856	false
training	oneLayer	oneLayer - rat 1	0	0.41416866	0.046354223	false
training	oneLayer	oneLayer - rat 1	0	0.42174405	0.053929638	false
training	oneLayer	oneLayer - rat 1	0	0.4258948	0.06395044	false
training	oneLayer	oneLayer - rat 1	0	0.42997628	0.07380403	false
training	oneLayer	oneLayer - rat 1	0	0.4338359	0.08312197	false
training	oneLayer	oneLayer - rat 1	0	0.4338359	0.09385811	false
training	oneLayer	oneLayer - rat 1	0	0.42976755	0.103679985	false
training	oneLayer	oneLayer - rat 1	0	0.42205116	0.11139636	false
training	oneLayer	oneLayer - rat 1	0	0.41248587	0.11535844	false
training	oneLayer	oneLayer - rat 1	0	0.40210554	0.115358435	false
training	oneLayer	oneLayer - rat 1	0	0.3921377	0.11122963	false
training	oneLayer	oneLayer - rat 1	0	0.38498136	0.10407328	false
training	oneLayer	oneLayer - rat 1	0	0.38091016	0.09424451	false
training	oneLayer	oneLayer - rat 1	0	0.38091016	0.08374958	false
training	oneLayer	oneLayer - rat 1	0	0.38507223	0.07370148	false
training	oneLayer	oneLayer - rat 1	0	0.38925534	0.06360255	false
training	oneLayer	oneLayer - rat 1	0	0.3934637	0.053442687	false
